Year,total_docs,hits,documents,prop_doct
2013,6,0,0,0.0
2014,5,0,0,0.0
2015,1,0,0,0.0
2016,1,1,1,1.0
2017,1,0,0,0.0
2018,2,1,1,0.5
2019,3,7,2,0.67
2020,3,1,1,0.33
2021,8,0,0,0.0
2022,11,0,0,0.0
