,WHO,Year,intersection,climate,health,sum
0,Europe,2011,2.0,59.0,124.0,185.0
1,Europe,2012,4.0,73.0,133.0,210.0
2,Europe,2013,4.0,116.0,275.0,395.0
3,Europe,2014,3.0,84.0,322.0,409.0
4,Europe,2015,0.0,103.0,225.0,328.0
5,Europe,2016,2.0,114.0,419.0,535.0
6,Europe,2017,6.0,83.0,311.0,400.0
7,Europe,2018,2.0,67.0,441.0,510.0
8,Europe,2019,15.0,71.0,360.0,446.0
9,Europe,2020,1.0,64.0,99.0,164.0
10,Europe,2021,0.0,53.0,134.0,187.0
11,Europe,2022,1.0,74.0,122.0,197.0
