,index,LC_grouping,Year,intersection,climate,health,sum
0,0,Africa,2011,0.0,0.0,2.0,2.0
1,1,Africa,2012,0.0,0.0,3.0,3.0
2,2,Africa,2013,0.0,0.0,11.0,11.0
3,3,Africa,2014,0.0,1.0,30.0,31.0
4,4,Africa,2015,4.0,3.0,32.0,39.0
5,5,Africa,2016,0.0,0.0,3.0,3.0
6,6,Africa,2017,4.0,3.0,18.0,25.0
7,7,Africa,2018,4.0,2.0,14.0,20.0
8,8,Africa,2019,4.0,2.0,17.0,23.0
9,9,Africa,2020,0.0,2.0,9.0,11.0
10,10,Africa,2021,8.0,9.0,55.0,72.0
11,11,Africa,2022,6.0,26.0,49.0,81.0
