,Year,intersection
0,2011,0.0
1,2012,0.0
2,2013,0.0
3,2014,0.0
4,2015,4.0
5,2016,0.0
6,2017,4.0
7,2018,4.0
8,2019,4.0
9,2020,0.0
10,2021,8.0
11,2022,6.0
