,Year,intersection,health,climate
0,2012,3.0,128.0,54.0
1,2013,0.0,18.0,8.0
2,2014,3.0,83.0,34.5
3,2015,0.0,17.0,16.0
4,2016,0.0,27.5,2.0
5,2017,0.0,14.5,0.75
6,2018,0.25,15.75,5.5
7,2019,1.0,32.666666666666664,15.333333333333334
8,2020,1.5,43.5,2.5
9,2021,0.0,10.0,0.0
10,2022,0.0,23.5,0.0
