,Year,intersection
0,2012,3.0
1,2013,0.0
2,2014,6.0
3,2015,0.0
4,2016,0.0
5,2017,0.0
6,2018,1.0
7,2019,3.0
8,2020,3.0
9,2021,0.0
10,2022,0.0
