,Year,Intersection (Prop)
0,2011,0.5
1,2012,0.33
2,2013,0.5
3,2014,0.5
4,2015,1.0
5,2016,1.0
6,2017,0.0
7,2018,0.0
8,2019,0.0
9,2020,0.0
10,2021,0.5
11,2022,0.5
