Year,total_docs,hits,documents,prop_doct
2011,4,0,0,0.0
2012,2,0,0,0.0
2013,1,0,0,0.0
2014,4,0,0,0.0
2015,3,0,0,0.0
2016,3,0,0,0.0
2017,1,0,0,0.0
2018,4,0,0,0.0
2019,7,0,0,0.0
2020,8,0,0,0.0
2021,10,0,0,0.0
2022,13,0,0,0.0
