,Year,Intersection (Prop)
0,2011,0.27
1,2012,0.12
2,2013,0.07
3,2014,0.22
4,2015,0.17
5,2016,0.18
6,2017,0.06
7,2018,0.19
8,2019,0.3
9,2020,0.44
10,2021,0.3
11,2022,0.38
