,Year,intersection
0,2011,57.0
1,2012,25.0
2,2013,20.0
3,2014,29.0
4,2015,41.0
5,2016,51.0
6,2017,52.0
7,2018,69.0
8,2019,86.0
9,2020,159.0
10,2021,397.0
11,2022,395.0
