,WHO,Year,intersection,climate,health,sum,Sector
0,Eastern Mediterranean,2020,0.0,0.0,6.0,6.0,Health Care Equipment & Ser...
1,Eastern Mediterranean,2021,0.0,0.0,13.0,13.0,Health Care Equipment & Ser...
