,Year,intersection
0,2011,4.0
1,2012,2.0
2,2013,8.0
3,2014,1.0
4,2015,3.0
5,2016,2.0
6,2017,2.0
7,2018,7.0
8,2019,3.0
9,2020,8.0
10,2021,47.0
11,2022,35.0
