Year,total_docs,hits,documents,prop_doct
2011,168,14,8,0.05
2012,195,16,9,0.05
2013,192,7,5,0.03
2014,217,5,4,0.02
2015,257,12,8,0.03
2016,273,18,8,0.03
2017,298,37,21,0.07
2018,356,37,23,0.06
2019,416,59,30,0.07
2020,548,77,44,0.08
2021,1103,187,97,0.09
2022,1284,238,125,0.1
