,Year,intersection
0,2011,58.0
1,2012,57.0
2,2013,106.0
3,2014,72.0
4,2015,92.0
5,2016,86.0
6,2017,155.0
7,2018,102.0
8,2019,197.0
9,2020,288.0
10,2021,851.0
11,2022,934.0
