,Year,intersection
0,2011,0.0
1,2012,3.0
2,2013,0.0
3,2014,0.0
4,2015,5.0
5,2016,0.0
6,2017,6.0
7,2018,2.0
8,2019,3.0
9,2020,28.0
10,2021,73.0
11,2022,23.0
