,Sector,intersection,health,climate
0,Beverages,0.0,1.0,2.0
1,Construction & Materials,0.0,26.5,2.0
2,Electricity,0.5,20.0,4.0
3,Food Producers,0.0,20.0,0.0
4,General Industrials,1.0,46.0,10.0
5,Mobile Telecommunications,0.0,0.0,0.0
