,Year,Intersection (Prop)
0,2011,0.2
1,2012,0.1
2,2013,0.2
3,2014,0.06
4,2015,0.07
5,2016,0.0
6,2017,0.17
7,2018,0.17
8,2019,0.17
9,2020,0.11
10,2021,0.69
11,2022,0.72
