,Year,intersection,health,climate
0,2011,2.0,59.0,44.0
1,2012,1.0,82.0,61.0
2,2013,2.0,96.0,63.0
3,2014,1.0,82.0,45.0
4,2015,1.0,107.0,103.0
5,2016,0.0,57.0,39.0
6,2017,22.0,48.0,72.0
7,2018,11.0,131.0,75.0
8,2019,9.0,158.0,74.0
9,2020,18.0,248.0,83.0
10,2021,36.0,338.0,170.0
11,2022,101.0,879.0,589.0
