,Year,intersection
0,2011,0.0
1,2012,1.0
2,2013,2.0
3,2014,2.0
4,2015,7.0
5,2016,2.0
6,2017,2.0
7,2018,3.0
8,2019,2.0
9,2020,4.0
10,2021,39.0
11,2022,16.0
