,Year,intersection,health,climate
0,2011,10.0,192.0,63.0
1,2012,6.0,229.0,48.0
2,2013,4.0,182.0,49.0
3,2014,0.0,88.0,16.0
4,2015,3.0,236.0,42.0
5,2016,4.0,257.0,46.0
6,2017,0.0,172.0,21.0
7,2018,7.0,348.0,97.0
8,2019,8.0,383.0,88.0
9,2020,16.0,426.0,119.0
10,2021,14.0,340.0,78.0
11,2022,33.0,835.0,222.0
