,WHO,Year,intersection,climate,health,sum,Sector
0,Americas,2012,0.0,0.0,141.0,141.0,Health Care Equipment & Ser...
1,Americas,2013,0.0,0.0,128.0,128.0,Health Care Equipment & Ser...
2,Americas,2014,2.0,2.0,123.0,127.0,Health Care Equipment & Ser...
3,Americas,2015,0.0,0.0,114.0,114.0,Health Care Equipment & Ser...
4,Americas,2016,0.0,0.0,3.0,3.0,Health Care Equipment & Ser...
5,Americas,2017,0.0,1.0,3.0,4.0,Health Care Equipment & Ser...
6,Americas,2018,0.0,0.0,73.0,73.0,Health Care Equipment & Ser...
7,Americas,2022,0.0,1.0,18.0,19.0,Health Care Equipment & Ser...
