,WHO,Year,intersection,climate,health,sum
0,Americas,2011,1.0,14.0,223.0,238.0
1,Americas,2012,4.0,119.0,593.0,716.0
2,Americas,2013,3.0,142.0,560.0,705.0
3,Americas,2014,5.0,125.0,562.0,692.0
4,Americas,2015,2.0,93.0,540.0,635.0
5,Americas,2016,14.0,136.0,415.0,565.0
6,Americas,2017,5.0,69.0,414.0,488.0
7,Americas,2018,5.0,73.0,401.0,479.0
8,Americas,2019,1.0,71.0,362.0,434.0
9,Americas,2020,0.0,71.0,194.0,265.0
10,Americas,2021,26.0,77.0,652.0,755.0
11,Americas,2022,14.0,175.0,728.0,917.0
