,WHO,Year,intersection,climate,health,sum,Sector
0,Africa,2016,0.0,0.0,13.0,13.0,Health Care Equipment & Ser...
1,Africa,2017,0.0,0.0,2.0,2.0,Health Care Equipment & Ser...
2,Africa,2018,0.0,0.0,3.0,3.0,Health Care Equipment & Ser...
3,Africa,2019,0.0,0.0,4.0,4.0,Health Care Equipment & Ser...
4,Africa,2020,0.0,0.0,11.0,11.0,Health Care Equipment & Ser...
5,Africa,2021,0.0,0.0,13.0,13.0,Health Care Equipment & Ser...
6,Africa,2022,0.0,0.0,12.0,12.0,Health Care Equipment & Ser...
