,Year,LC_grouping,Climate,Health,Intersection
0,2016,Africa,0.0,1.0,0.0
1,2017,Africa,0.0,1.0,0.0
2,2018,Africa,0.0,1.0,0.0
3,2019,Africa,0.0,1.0,0.0
4,2020,Africa,0.0,1.0,0.0
5,2021,Africa,0.0,1.0,0.0
6,2022,Africa,0.0,1.0,0.0
