,Year,intersection
0,2011,5.0
1,2012,1.0
2,2013,0.0
3,2014,0.0
4,2015,2.0
5,2016,3.0
6,2017,4.0
7,2018,2.0
8,2019,11.0
9,2020,11.0
10,2021,5.0
11,2022,14.0
