,HDI Level (2021),Year,intersection,climate,health,sum
0,Medium,2011,0.0,0.0,11.0,11.0
1,Medium,2012,0.0,0.0,10.0,10.0
2,Medium,2013,0.0,0.0,6.0,6.0
3,Medium,2014,0.0,0.0,9.0,9.0
4,Medium,2015,0.0,0.0,10.0,10.0
5,Medium,2016,0.0,0.0,9.0,9.0
6,Medium,2017,0.0,0.0,10.0,10.0
7,Medium,2018,0.0,0.0,2.0,2.0
8,Medium,2019,0.0,0.0,5.0,5.0
9,Medium,2020,0.0,0.0,8.0,8.0
10,Medium,2021,0.0,7.0,101.0,108.0
11,Medium,2022,0.0,4.0,101.0,105.0
