,Year,intersection
0,2011,32.0
1,2012,47.0
2,2013,27.0
3,2014,30.0
4,2015,49.0
5,2016,37.0
6,2017,82.0
7,2018,81.0
8,2019,96.0
9,2020,143.0
10,2021,438.0
11,2022,452.0
