,Sector,intersection,health,climate
0,Banks,0.0,2.0,0.0
1,Beverages,7.0,23.0,19.0
2,Chemicals,0.0,5.0,0.0
3,Diversified,1.0,54.5,30.0
4,Electricity,5.0,97.0,84.0
5,General Industrials,0.5,31.0,8.0
6,Media,0.0,12.0,0.0
7,Mobile Telecommunications,2.0,71.0,16.0
8,Oil & Gas Producers,10.5,144.0,183.0
9,Software & Computer Services,0.33,4.0,1.0
10,Support Services,0.0,10.75,0.5
