,Year,intersection
0,2011,2.0
1,2012,4.0
2,2013,4.0
3,2014,3.0
4,2015,0.0
5,2016,2.0
6,2017,6.0
7,2018,2.0
8,2019,15.0
9,2020,1.0
10,2021,0.0
11,2022,1.0
