,Sector,intersection,health,climate
0,Banks,0.0,39.5,27.5
1,Diversified,1.0,27.0,15.0
2,General Industrials,0.0,0.0,0.0
3,Oil & Gas Producers,0.0,11.0,2.0
4,Technology Hardware & Equip...,0.0,5.0,2.0
