,Year,Intersection (Prop)
0,2011,0.14
1,2012,0.33
2,2013,0.31
3,2014,0.14
4,2015,0.0
5,2016,0.14
6,2017,0.43
7,2018,0.29
8,2019,0.43
9,2020,0.25
10,2021,0.0
11,2022,0.17
