,Sector,intersection,health,climate
0,Diversified,0.5,104.0,13.5
1,Financial Services,1.0,8.0,3.0
2,Fixed Line Telecommunications,0.0,0.0,0.0
3,Media,0.0,8.0,0.0
4,Oil & Gas Producers,2.0,47.0,216.0
5,Support Services,0.0,0.0,0.0
6,Travel & Leisure,0.0,28.0,10.0
