,HDI Level (2021),Year,intersection,climate,health,sum
0,Medium,2016,0.0,2.0,5.0,7.0
1,Medium,2017,0.0,1.0,4.0,5.0
2,Medium,2018,0.0,2.0,4.0,6.0
3,Medium,2019,0.0,2.0,17.0,19.0
4,Medium,2021,0.0,2.0,9.0,11.0
5,Medium,2022,0.0,6.0,106.0,112.0
