,Sector,intersection,health,climate
0,Banks,0.0,1.0,0.0
1,Beverages,1.0,36.0,8.0
2,Construction & Materials,0.0,0.0,0.0
3,Food Producers,0.5,36.5,3.0
4,Support Services,0.0,24.0,2.0
5,Travel & Leisure,0.0,3.0,5.0
