Year,total_docs,hits,documents,prop_doct
2013,1,0,0,0.0
2014,1,0,0,0.0
2015,1,0,0,0.0
2018,1,0,0,0.0
2019,2,0,0,0.0
2021,3,0,0,0.0
2022,2,0,0,0.0
