,Sector,intersection,climate,health
0,General Retailers,2.0,8.0,142.0
1,Media,0.0,0.0,2.0
2,Mobile Telecommunications,21.0,83.0,337.0
3,Oil & Gas Producers,0.0,0.0,7.0
4,"Oil Equipment, Services & D...",0.0,0.0,1.0
5,Support Services,0.0,0.0,0.0
