,Year,Intersection (Prop)
0,2011,0.0
1,2012,0.27
2,2013,0.07
3,2014,0.07
4,2015,0.0
5,2016,0.0
6,2017,0.12
7,2018,0.14
8,2019,0.17
9,2020,0.11
10,2021,0.38
11,2022,0.18
