,WHO,Year,intersection,climate,health,sum
0,Europe,2011,0.0,0.0,1.0,1.0
1,Europe,2012,0.0,0.0,1.0,1.0
2,Europe,2013,0.0,0.0,2.0,2.0
3,Europe,2014,0.0,1.0,5.0,6.0
4,Europe,2015,0.0,1.0,7.0,8.0
5,Europe,2016,0.0,1.0,5.0,6.0
6,Europe,2018,0.0,1.0,5.0,6.0
7,Europe,2020,0.0,1.0,4.0,5.0
8,Europe,2021,0.0,1.0,2.0,3.0
9,Europe,2022,0.0,1.0,2.0,3.0
