,Year,intersection
0,2011,12.0
1,2012,11.0
2,2013,35.0
3,2014,65.0
4,2015,30.0
5,2016,28.0
6,2017,32.0
7,2018,76.0
8,2019,63.0
9,2020,91.0
10,2021,271.0
11,2022,460.0
