,WHO,Year,intersection,climate,health,sum,Sector
0,Africa,2014,0.0,0.0,22.0,22.0,Health Care Equipment & Ser...
1,Africa,2015,0.0,5.0,9.0,14.0,Health Care Equipment & Ser...
2,Africa,2018,1.0,8.0,23.0,32.0,Health Care Equipment & Ser...
3,Africa,2019,3.0,33.0,52.0,88.0,Health Care Equipment & Ser...
4,Africa,2020,2.0,19.0,43.0,64.0,Health Care Equipment & Ser...
5,Africa,2021,2.0,17.0,51.0,70.0,Health Care Equipment & Ser...
