Year,total_docs,hits,documents,prop_doct
2011,5,0,0,0.0
2012,3,0,0,0.0
2013,9,0,0,0.0
2014,9,0,0,0.0
2015,8,0,0,0.0
2016,12,2,1,0.08
2017,9,0,0,0.0
2018,6,0,0,0.0
2019,8,4,2,0.25
2020,6,2,1,0.17
2021,12,6,3,0.25
2022,8,3,2,0.25
