Year,total_docs,hits,documents,prop_doct
2011,7,2,1,0.14
2012,9,2,1,0.11
2013,5,2,1,0.2
2014,12,2,1,0.08
2015,10,2,1,0.1
2016,7,2,1,0.14
2017,5,2,1,0.2
2018,6,2,1,0.17
2019,6,0,0,0.0
2020,7,2,1,0.14
2021,16,2,1,0.06
2022,11,3,2,0.18
