,WHO,Year,intersection,climate,health,sum
0,Eastern Mediterranean,2012,0.0,0.0,26.0,26.0
1,Eastern Mediterranean,2013,0.0,3.0,32.0,35.0
2,Eastern Mediterranean,2014,0.0,3.0,11.0,14.0
3,Eastern Mediterranean,2015,0.0,0.0,27.0,27.0
4,Eastern Mediterranean,2016,0.0,0.0,29.0,29.0
5,Eastern Mediterranean,2017,0.0,1.0,25.0,26.0
6,Eastern Mediterranean,2018,0.0,0.0,3.0,3.0
7,Eastern Mediterranean,2019,0.0,1.0,0.0,1.0
8,Eastern Mediterranean,2020,0.0,0.0,0.0,0.0
