,HDI Level (2021),Year,intersection,climate,health,sum
0,Medium,2012,0.0,0.0,26.0,26.0
1,Medium,2013,0.0,3.0,32.0,35.0
2,Medium,2014,0.0,3.0,11.0,14.0
3,Medium,2015,0.0,0.0,27.0,27.0
4,Medium,2016,0.0,0.0,29.0,29.0
5,Medium,2017,0.0,1.0,25.0,26.0
6,Medium,2018,0.0,0.0,3.0,3.0
7,Medium,2019,0.0,1.0,0.0,1.0
8,Medium,2020,0.0,0.0,0.0,0.0
