Year,total_docs,hits,documents,prop_doct
2011,1,0,0,0.0
2012,2,0,0,0.0
2013,2,0,0,0.0
2014,1,0,0,0.0
2017,1,0,0,0.0
2019,1,0,0,0.0
2020,1,0,0,0.0
2021,2,0,0,0.0
2022,1,0,0,0.0
