,WHO,Year,intersection,climate,health,sum
0,Europe,2011,1.0,9.0,31.0,41.0
1,Europe,2012,2.0,6.0,36.0,44.0
2,Europe,2013,2.0,19.0,171.0,192.0
3,Europe,2014,1.0,35.0,52.0,88.0
4,Europe,2015,0.0,31.0,59.0,90.0
5,Europe,2016,0.0,28.0,82.0,110.0
6,Europe,2017,4.0,119.0,155.0,278.0
7,Europe,2018,0.0,36.0,110.0,146.0
8,Europe,2019,2.0,56.0,85.0,143.0
9,Europe,2020,5.0,56.0,69.0,130.0
10,Europe,2021,8.0,101.0,179.0,288.0
11,Europe,2022,1.0,39.0,97.0,137.0
