,Year,intersection
0,2011,0.0
1,2012,0.0
2,2013,0.0
3,2015,0.0
4,2016,0.0
5,2017,0.0
6,2018,0.0
7,2019,4.0
8,2020,3.0
9,2021,4.0
10,2022,1.0
