,Sector,intersection,health,climate
0,Chemicals,21.0,148.0,171.0
1,Diversified,0.0,8.5,2.0
2,Electricity,3.0,44.0,57.0
3,Food & Drug Retailers,31.0,499.0,151.0
4,Food Producers,3.25,46.75,26.0
5,General Industrials,3.0,6.0,4.0
6,General Retailers,16.0,116.0,40.0
7,Health Care Equipment & Ser...,0.0,9.0,3.0
8,Media,2.0,5.0,57.0
9,Oil & Gas Producers,11.0,232.0,138.0
10,Personal Goods,0.0,28.0,5.0
11,Software & Computer Services,0.0,0.0,1.0
12,Technology Hardware & Equip...,1.0,16.0,2.67
