,Year,intersection,health,climate
0,2011,2.0,145.0,46.0
1,2012,9.0,204.0,189.0
2,2013,7.0,288.0,251.0
3,2014,7.0,247.0,134.0
4,2015,10.0,261.0,210.0
5,2016,18.0,391.0,376.0
6,2017,34.0,402.0,175.0
7,2018,16.0,367.0,217.0
8,2019,32.0,337.0,241.0
9,2020,45.0,484.0,278.0
10,2021,105.0,1372.0,805.0
11,2022,85.0,884.0,1119.0
