,WHO,Year,intersection,climate,health,sum,Sector
0,South-East Asia,2011,0.0,2.0,42.0,44.0,Health Care Equipment & Ser...
1,South-East Asia,2016,0.0,10.0,8.0,18.0,Health Care Equipment & Ser...
2,South-East Asia,2017,0.0,10.0,9.0,19.0,Health Care Equipment & Ser...
3,South-East Asia,2018,0.0,10.0,9.0,19.0,Health Care Equipment & Ser...
4,South-East Asia,2019,0.0,10.0,9.0,19.0,Health Care Equipment & Ser...
5,South-East Asia,2020,2.0,5.0,6.0,13.0,Health Care Equipment & Ser...
6,South-East Asia,2021,0.0,3.0,9.0,12.0,Health Care Equipment & Ser...
