,Year,intersection
0,2011,39.0
1,2012,39.0
2,2013,43.0
3,2014,37.0
4,2015,13.0
5,2016,29.0
6,2017,21.0
7,2018,82.0
8,2019,43.0
9,2020,69.0
10,2021,281.0
11,2022,345.0
