,index,LC_grouping,Year,intersection,climate,health,sum
0,0,Asia,2011,4.0,21.0,84.0,109.0
1,1,Asia,2012,2.0,16.0,175.0,193.0
2,2,Asia,2013,8.0,24.0,299.0,331.0
3,3,Asia,2014,1.0,18.0,138.0,157.0
4,4,Asia,2015,3.0,43.0,264.0,310.0
5,5,Asia,2016,2.0,63.0,207.0,272.0
6,6,Asia,2017,2.0,69.0,295.0,366.0
7,7,Asia,2018,7.0,249.0,390.0,646.0
8,8,Asia,2019,3.0,83.0,385.0,471.0
9,9,Asia,2020,8.0,101.0,370.0,479.0
10,10,Asia,2021,47.0,267.0,1116.0,1430.0
11,11,Asia,2022,35.0,506.0,908.0,1449.0
