,WHO,Year,intersection,climate,health,sum,Sector
0,Europe,2021,0.0,0.0,43.0,43.0,Health Care Equipment & Ser...
1,Europe,2022,0.0,1.0,39.0,40.0,Health Care Equipment & Ser...
