,Year,intersection,health,climate
0,2012,0.0,3.0,0.0
1,2013,0.0,8.0,0.0
2,2014,0.0,38.0,5.0
3,2015,1.0,98.0,47.0
4,2016,2.0,130.0,112.0
5,2017,8.0,136.0,160.0
6,2018,12.0,248.0,229.0
7,2019,10.0,379.0,308.0
8,2020,6.0,129.0,64.0
9,2021,19.0,373.0,150.0
10,2022,19.0,485.0,268.0
