Year,total_docs,hits,documents,prop_doct
2011,17,1,1,0.06
2012,17,0,0,0.0
2013,20,0,0,0.0
2014,26,0,0,0.0
2015,30,0,0,0.0
2016,38,2,1,0.03
2017,32,6,4,0.12
2018,32,2,1,0.03
2019,50,6,3,0.06
2020,60,6,5,0.08
2021,136,28,14,0.1
2022,144,23,13,0.09
