,Year,intersection
0,2011,0.0
1,2012,0.0
2,2013,6.0
3,2015,1.0
4,2016,0.0
5,2017,0.0
6,2018,1.0
7,2019,0.0
8,2020,0.0
9,2021,5.0
10,2022,4.0
