,HDI Level (2021),Year,intersection,climate,health,sum
0,Medium,2011,0.0,7.0,215.0,222.0
1,Medium,2012,0.0,40.0,232.0,272.0
2,Medium,2013,3.0,23.0,149.0,175.0
3,Medium,2014,0.0,13.0,169.0,182.0
4,Medium,2015,0.0,14.0,110.0,124.0
5,Medium,2016,0.0,28.0,108.0,136.0
6,Medium,2017,0.0,24.0,85.0,109.0
7,Medium,2018,3.0,51.0,259.0,313.0
8,Medium,2019,7.0,24.0,125.0,156.0
9,Medium,2020,2.0,31.0,173.0,206.0
10,Medium,2021,30.0,117.0,738.0,885.0
11,Medium,2022,12.0,95.0,595.0,702.0
