,Year,intersection
0,2011,1225.0
1,2012,1185.0
2,2013,1497.0
3,2014,1405.0
4,2015,1462.0
5,2016,1790.0
6,2017,2106.0
7,2018,2073.0
8,2019,2661.0
9,2020,3788.0
10,2021,10190.0
11,2022,11600.0
