,Year,intersection,health,climate
0,2011,1225.0,43237.0,19742.0
1,2012,1185.0,53676.0,22739.0
2,2013,1497.0,60772.0,22769.0
3,2014,1405.0,59926.0,23203.0
4,2015,1462.0,63293.0,22789.0
5,2016,1790.0,63408.0,24893.0
6,2017,2106.0,68276.0,27481.0
7,2018,2073.0,73400.0,28548.0
8,2019,2661.0,80725.0,36952.0
9,2020,3788.0,89383.0,45325.0
10,2021,10190.0,208135.0,87521.0
11,2022,11600.0,208155.0,123516.0
