,Sector,intersection,health,climate
0,Banks,0.0,8.0,19.0
1,Construction & Materials,0.0,22.0,12.0
2,Electricity,1.0,42.0,24.0
3,Financial Services,0.0,24.0,10.0
4,Health Care Equipment & Ser...,4.0,42.0,23.0
5,Industrial Engineering,0.33,58.67,17.33
6,Support Services,2.0,7.0,7.0
