Year,total_docs,hits,documents,prop_doct
2013,1,0,0,0.0
2014,3,0,0,0.0
2018,2,0,0,0.0
2019,1,1,1,1.0
2020,3,1,1,0.33
2021,3,0,0,0.0
2022,6,0,0,0.0
