,Year,intersection,health,climate
0,2012,0.0,159.0,15.0
1,2013,0.0,566.0,4.0
2,2014,0.0,135.0,9.0
3,2015,0.0,63.0,0.0
4,2016,0.0,59.0,0.0
5,2017,11.0,347.0,9.0
6,2018,10.0,295.0,29.0
7,2019,6.0,298.0,17.0
8,2020,12.0,525.0,23.0
9,2021,1.0,378.0,13.0
10,2022,6.0,476.0,20.0
