Year,total_docs,hits,documents,prop_doct
2011,10,0,0,0.0
2012,16,0,0,0.0
2013,19,2,1,0.05
2014,20,6,1,0.05
2015,9,0,0,0.0
2016,17,0,0,0.0
2017,27,1,1,0.04
2018,26,5,3,0.12
2019,24,0,0,0.0
2020,25,3,2,0.08
2021,63,5,3,0.05
2022,40,3,2,0.05
