,Year,intersection
0,2011,0.0
1,2012,3.0
2,2013,0.0
3,2014,9.0
4,2015,8.0
5,2016,3.0
6,2017,8.0
7,2018,28.0
8,2019,26.0
9,2020,58.0
10,2021,141.0
